Cluster ID,confidence_score,id,type,name
62,1.0,http://www.openkg.cn/COVID-19/wiki/class/C0,rdf-schema:Class,免疫
63,1.0,http://www.openkg.cn/COVID-19/wiki/class/C1,rdf-schema:Class,植物学名词
64,1.0,http://www.openkg.cn/COVID-19/wiki/class/C2,rdf-schema:Class,足癣
65,1.0,http://www.openkg.cn/COVID-19/wiki/class/C3,rdf-schema:Class,免疫学
66,1.0,http://www.openkg.cn/COVID-19/wiki/class/C4,rdf-schema:Class,香港电影人
67,1.0,http://www.openkg.cn/COVID-19/wiki/class/C5,rdf-schema:Class,男装品牌
68,1.0,http://www.openkg.cn/COVID-19/wiki/class/C6,rdf-schema:Class,布鲁氏杆菌
69,1.0,http://www.openkg.cn/COVID-19/wiki/class/C7,rdf-schema:Class,职业疾病
70,1.0,http://www.openkg.cn/COVID-19/wiki/class/C8,rdf-schema:Class,枯草杆菌
71,1.0,http://www.openkg.cn/COVID-19/wiki/class/C9,rdf-schema:Class,机率
72,1.0,http://www.openkg.cn/COVID-19/wiki/class/C10,rdf-schema:Class,犬病
73,1.0,http://www.openkg.cn/COVID-19/wiki/class/C11,rdf-schema:Class,区行政区划
74,1.0,http://www.openkg.cn/COVID-19/wiki/class/C12,rdf-schema:Class,激光祛痘
75,1.0,http://www.openkg.cn/COVID-19/wiki/class/C13,rdf-schema:Class,俄国君主
76,1.0,http://www.openkg.cn/COVID-19/wiki/class/C14,rdf-schema:Class,模式生物
77,1.0,http://www.openkg.cn/COVID-19/wiki/class/C15,rdf-schema:Class,拔牙
78,1.0,http://www.openkg.cn/COVID-19/wiki/class/C16,rdf-schema:Class,植物形态学
79,1.0,http://www.openkg.cn/COVID-19/wiki/class/C17,rdf-schema:Class,医学成像
80,1.0,http://www.openkg.cn/COVID-19/wiki/class/C18,rdf-schema:Class,黄色
81,1.0,http://www.openkg.cn/COVID-19/wiki/class/C19,rdf-schema:Class,家畜疾病
82,1.0,http://www.openkg.cn/COVID-19/wiki/class/C20,rdf-schema:Class,医学名词
83,1.0,http://www.openkg.cn/COVID-19/wiki/class/C21,rdf-schema:Class,定量
84,1.0,http://www.openkg.cn/COVID-19/wiki/class/C22,rdf-schema:Class,管制署
85,1.0,http://www.openkg.cn/COVID-19/wiki/class/C23,rdf-schema:Class,淋巴结节病
86,1.0,http://www.openkg.cn/COVID-19/wiki/class/C24,rdf-schema:Class,医学术语
87,1.0,http://www.openkg.cn/COVID-19/wiki/class/C25,rdf-schema:Class,急性咽炎
88,1.0,http://www.openkg.cn/COVID-19/wiki/class/C26,rdf-schema:Class,印迹
89,1.0,http://www.openkg.cn/COVID-19/wiki/class/C27,rdf-schema:Class,解表类
90,1.0,http://www.openkg.cn/COVID-19/wiki/class/C28,rdf-schema:Class,眼科病症
91,1.0,http://www.openkg.cn/COVID-19/wiki/class/C29,rdf-schema:Class,霉菌病
92,1.0,http://www.openkg.cn/COVID-19/wiki/class/C30,rdf-schema:Class,氨基糖
93,1.0,http://www.openkg.cn/COVID-19/wiki/class/C31,rdf-schema:Class,母婴品牌
94,1.0,http://www.openkg.cn/COVID-19/wiki/class/C32,rdf-schema:Class,生物技术
95,1.0,http://www.openkg.cn/COVID-19/wiki/class/C33,rdf-schema:Class,劳动合同法
96,1.0,http://www.openkg.cn/COVID-19/wiki/class/C34,rdf-schema:Class,中国地名
97,1.0,http://www.openkg.cn/COVID-19/wiki/class/C35,rdf-schema:Class,游戏制作人
98,1.0,http://www.openkg.cn/COVID-19/wiki/class/C36,rdf-schema:Class,疫苗
99,1.0,http://www.openkg.cn/COVID-19/wiki/class/C37,rdf-schema:Class,淋巴系统
100,1.0,http://www.openkg.cn/COVID-19/wiki/class/C38,rdf-schema:Class,局部麻醉药
101,1.0,http://www.openkg.cn/COVID-19/wiki/class/C39,rdf-schema:Class,需氧量
102,1.0,http://www.openkg.cn/COVID-19/wiki/class/C40,rdf-schema:Class,带状疱疹
103,1.0,http://www.openkg.cn/COVID-19/wiki/class/C41,rdf-schema:Class,中医疾病
104,1.0,http://www.openkg.cn/COVID-19/wiki/class/C42,rdf-schema:Class,分子遗传学
105,1.0,http://www.openkg.cn/COVID-19/wiki/class/C43,rdf-schema:Class,节孢子
106,1.0,http://www.openkg.cn/COVID-19/wiki/class/C44,rdf-schema:Class,布病
107,1.0,http://www.openkg.cn/COVID-19/wiki/class/C45,rdf-schema:Class,血液系统疾病
108,1.0,http://www.openkg.cn/COVID-19/wiki/class/C46,rdf-schema:Class,参数
