id,type,name
http://www.openkg.cn/COVID-19/character/resource/R71,http://www.openkg.cn/COVID-19/character/class/C12,院士
http://www.openkg.cn/COVID-19/character/resource/R492,http://www.openkg.cn/COVID-19/character/class/C6,呼吸系统疾病
http://www.openkg.cn/COVID-19/character/resource/R303,http://www.openkg.cn/COVID-19/character/class/C12,所长
http://www.openkg.cn/COVID-19/character/resource/R306,http://www.openkg.cn/COVID-19/character/class/C12,部长
http://www.openkg.cn/COVID-19/character/resource/R308,http://www.openkg.cn/COVID-19/character/class/C12,医生
http://www.openkg.cn/COVID-19/medical/resource/R242,http://www.openkg.cn/COVID-19/medical/class/C42,贫血
http://www.openkg.cn/COVID-19/character/resource/R382,http://www.openkg.cn/COVID-19/character/class/C6,眼科
http://www.openkg.cn/COVID-19/character/resource/R444,http://www.openkg.cn/COVID-19/character/class/C12,局长
http://www.openkg.cn/COVID-19/medical/resource/R142,http://www.openkg.cn/COVID-19/medical/class/C29,茯苓
http://www.openkg.cn/COVID-19/goods/resource/R0085,http://www.w3.org/2002/07/owl#NamedIndividual,茯苓
http://www.openkg.cn/COVID-19/prevention/resource/R10105,http://www.w3.org/2002/07/owl#NamedIndividual,学生
http://www.openkg.cn/COVID-19/medical/resource/R426,http://www.openkg.cn/COVID-19/medical/class/C32,利水渗湿药
http://www.openkg.cn/COVID-19/medical/resource/R291,http://www.openkg.cn/COVID-19/medical/class/C31,发表
http://www.openkg.cn/COVID-19/medical/resource/R336,http://www.openkg.cn/COVID-19/medical/class/C29,恶硝石
http://www.openkg.cn/COVID-19/medical/resource/R337,http://www.openkg.cn/COVID-19/medical/class/C29,泽泻
http://www.openkg.cn/COVID-19/medical/resource/R335,http://www.openkg.cn/COVID-19/medical/class/C31,降逆平喘
http://www.openkg.cn/COVID-19/medical/resource/R334,http://www.openkg.cn/COVID-19/medical/class/C31,燥湿除满
http://www.openkg.cn/COVID-19/medical/resource/R100,http://www.openkg.cn/COVID-19/medical/class/C29,厚朴
http://www.openkg.cn/COVID-19/goods/resource/R0059,http://www.w3.org/2002/07/owl#NamedIndividual,厚朴
http://www.openkg.cn/COVID-19/medical/resource/R79,http://www.openkg.cn/COVID-19/medical/class/C40,寒湿郁肺方剂
http://www.openkg.cn/COVID-19/medical/resource/R84,http://www.openkg.cn/COVID-19/medical/class/C19,胸闷
http://www.openkg.cn/COVID-19/medical/resource/R90,http://www.openkg.cn/COVID-19/medical/class/C19,脉濡
http://www.openkg.cn/COVID-19/medical/resource/R80,http://www.openkg.cn/COVID-19/medical/class/C19,恶寒发热或无热
http://www.openkg.cn/COVID-19/medical/resource/R86,http://www.openkg.cn/COVID-19/medical/class/C19,呕恶
http://www.openkg.cn/COVID-19/medical/resource/R85,http://www.openkg.cn/COVID-19/medical/class/C19,脘痞
http://www.openkg.cn/COVID-19/medical/resource/R87,http://www.openkg.cn/COVID-19/medical/class/C19,便溏
http://www.openkg.cn/COVID-19/medical/resource/R88,http://www.openkg.cn/COVID-19/medical/class/C19,舌质淡或淡红
http://www.openkg.cn/COVID-19/medical/resource/R82,http://www.openkg.cn/COVID-19/medical/class/C19,咽干
http://www.openkg.cn/COVID-19/medical/resource/R58,http://www.openkg.cn/COVID-19/medical/class/C20,轻型：寒湿郁肺
http://www.openkg.cn/COVID-19/medical/resource/R333,http://www.openkg.cn/COVID-19/medical/class/C31,行气消积
http://www.openkg.cn/COVID-19/medical/resource/R332,http://www.openkg.cn/COVID-19/medical/class/C30,大肠经
http://www.openkg.cn/COVID-19/medical/resource/R181,http://www.openkg.cn/COVID-19/medical/class/C30,胃经
http://www.openkg.cn/COVID-19/medical/resource/R180,http://www.openkg.cn/COVID-19/medical/class/C30,脾经
http://www.openkg.cn/COVID-19/medical/resource/R279,http://www.openkg.cn/COVID-19/medical/class/C41,煎服
http://www.openkg.cn/COVID-19/medical/resource/R431,http://www.openkg.cn/COVID-19/medical/class/C32,消食药
http://www.openkg.cn/COVID-19/medical/resource/R330,http://www.openkg.cn/COVID-19/medical/class/C31,健脾开胃
http://www.openkg.cn/COVID-19/medical/resource/R328,http://www.openkg.cn/COVID-19/medical/class/C31,燥湿除寒
http://www.openkg.cn/COVID-19/medical/resource/R430,http://www.openkg.cn/COVID-19/medical/class/C32,杀虫燥湿止痒药
http://www.openkg.cn/COVID-19/medical/resource/R329,http://www.openkg.cn/COVID-19/medical/class/C31,祛痰截疟
http://www.openkg.cn/COVID-19/medical/resource/R102,http://www.openkg.cn/COVID-19/medical/class/C29,草果
http://www.openkg.cn/COVID-19/goods/resource/R0086,http://www.w3.org/2002/07/owl#NamedIndividual,草果
http://www.openkg.cn/COVID-19/medical/resource/R119,http://www.openkg.cn/COVID-19/medical/class/C40,疫毒闭肺方剂
